team_id,team_name,start_day_position,current_position,wins,draws,losses,goals_for,goals_against,goal_difference,table_points,matches_played,recent_form,week_number
t41,Birmingham City,1,1,7,1,1,17,9,8,22,9,"L,W,W,W,W",40
t109,Wrexham,2,2,6,2,2,18,8,10,20,10,"W,L,D,W,L",40
t77,Mansfield Town,3,3,6,2,1,17,11,6,20,9,"W,W,W,W,W",40
t83,Lincoln City,4,4,5,3,1,15,8,7,18,9,"W,D,W,D,D",40
t112,Wycombe Wanderers,8,5,5,2,2,17,13,4,17,9,"W,D,W,W,W",40
t48,Stockport County,5,6,4,4,1,13,7,6,16,9,"D,W,D,L,D",40
t71,Exeter City,10,7,5,1,3,10,6,4,16,9,"W,W,D,W,L",40
t33,Charlton Athletic,13,8,5,1,4,10,9,1,16,10,"W,L,L,L,W",40
t38,Huddersfield Town,15,9,5,0,5,14,11,3,15,10,"W,L,L,L,L",40
t92,Blackpool,6,10,4,3,3,17,16,1,15,10,"L,D,W,W,W",40
t37,Barnsley,7,11,4,3,3,15,15,0,15,10,"L,D,D,W,L",40
t288,Stevenage,9,12,4,2,4,8,7,1,14,10,"L,W,W,D,L",40
t30,Bolton Wanderers,11,13,4,2,3,15,15,0,14,9,"D,W,W,W,L",40
t73,Peterborough United,16,14,4,2,4,16,18,-2,14,10,"W,L,L,D,W",40
t111,Wigan Athletic,14,15,3,4,3,9,5,4,13,10,"D,W,D,D,D",40
t108,Reading,12,16,4,1,4,13,14,-1,13,9,"L,W,W,L,L",40
t72,Rotherham United,17,17,3,4,3,9,11,-2,13,10,"W,W,D,L,D",40
t96,Bristol Rovers,18,18,4,1,5,13,16,-3,13,10,"W,W,L,L,L",40
t85,Leyton Orient,20,19,2,2,6,10,14,-4,8,10,"L,L,D,D,W",40
t75,Northampton Town,19,20,2,2,5,11,17,-6,8,9,"L,L,L,W,L",40
t1525,Crawley Town,21,21,2,1,6,5,13,-8,7,9,"L,L,L,L,D",40
t74,Shrewsbury Town,23,22,1,2,7,8,17,-9,5,10,"D,L,D,L,L",40
t587,Burton Albion,22,23,0,4,5,10,19,-9,4,9,"L,L,L,L,D",40
t101,Cambridge United,24,24,0,1,8,6,17,-11,1,9,"L,L,L,L,L",40
