rk,squad,mp,w,d,l,gf,ga,gd,pts,pts_mp,xg,xga,xgd,xgd_90,last_5,attendance,top_team_scorer,goalkeeper,notes,season,fetched_date,week_no
1,Manchester City,9,7,2,0,20,9,11,23,2.56,18.3,8.7,9.6,1.07,D D W W W,52790,Erling Haaland - 11,Ederson,,2024-2025,2024-11-03,44
2,Liverpool,9,7,1,1,17,5,12,22,2.44,16.5,7.0,9.4,1.05,W W W W D,60246,Mohamed Salah - 6,Alisson,,2024-2025,2024-11-03,44
3,Arsenal,9,5,3,1,17,10,7,18,2.0,14.4,9.9,4.6,0.51,D W W L D,60320,Kai Havertz - 4,David Raya,,2024-2025,2024-11-03,44
4,Aston Villa,9,5,3,1,16,11,5,18,2.0,13.2,8.8,4.3,0.48,W D D W D,41455,Ollie Watkins - 5,Emiliano Martínez,,2024-2025,2024-11-03,44
5,Chelsea,9,5,2,2,19,11,8,17,1.89,17.0,11.5,5.4,0.61,W W D L W,39528,Cole Palmer - 7,Robert Sánchez,,2024-2025,2024-11-03,44
6,Brighton,9,4,4,1,16,12,4,16,1.78,13.1,14.6,-1.5,-0.16,D L W W D,33576,Danny Welbeck - 6,Bart Verbruggen,,2024-2025,2024-11-03,44
7,Nottingham Forest,9,4,4,1,11,7,4,16,1.78,11.4,9.4,2.0,0.23,D L D W W,29816,Chris Wood - 7,Matz Sels,,2024-2025,2024-11-03,44
8,Tottenham,9,4,1,4,18,10,8,13,1.44,17.4,9.6,7.8,0.86,W W L W L,61407,"Son Heung-min, Brennan Johnson - 3",Guglielmo Vicario,,2024-2025,2024-11-03,44
9,Brentford,9,4,1,4,18,18,0,13,1.44,16.1,15.4,0.7,0.08,L D W L W,17012,Bryan Mbeumo - 8,Mark Flekken,,2024-2025,2024-11-03,44
10,Fulham,9,3,3,3,12,12,0,12,1.33,13.8,10.5,3.3,0.36,W W L L D,26093,Raúl Jiménez - 4,Bernd Leno,,2024-2025,2024-11-03,44
11,Bournemouth,9,3,3,3,11,11,0,12,1.33,14.2,11.4,2.8,0.31,L W L W D,11219,Antoine Semenyo - 3,Kepa Arrizabalaga,,2024-2025,2024-11-03,44
12,Newcastle United,9,3,3,3,9,10,-1,12,1.33,14.1,13.0,1.1,0.13,L D D L L,52219,Harvey Barnes - 3,Nick Pope,,2024-2025,2024-11-03,44
13,West Ham,9,3,2,4,13,16,-3,11,1.22,14.1,15.2,-1.1,-0.12,L D W L W,62468,Jarrod Bowen - 3,Alphonse Areola,,2024-2025,2024-11-03,44
14,Manchester United,9,3,2,4,8,11,-3,11,1.22,14.6,15.0,-0.4,-0.04,D L D W L,73590,Alejandro Garnacho - 2,André Onana,,2024-2025,2024-11-03,44
15,Leicester City,9,2,3,4,13,17,-4,9,1.0,8.9,18.3,-9.4,-1.04,D L W W L,31810,Jamie Vardy - 4,Mads Hermansen,,2024-2025,2024-11-03,44
16,Everton,9,2,3,4,10,16,-6,9,1.0,9.3,14.4,-5.1,-0.57,D W D W D,38997,Dwight McNeil - 3,Jordan Pickford,,2024-2025,2024-11-03,44
17,Crystal Palace,9,1,3,5,6,11,-5,6,0.67,9.9,12.8,-2.9,-0.32,D L L L W,25151,Jean-Philippe Mateta - 3,Dean Henderson,,2024-2025,2024-11-03,44
18,Ipswich Town,9,0,4,5,9,20,-11,4,0.44,7.5,21.1,-13.6,-1.51,D D L L L,29834,Liam Delap - 5,Arijanet Muric,,2024-2025,2024-11-03,44
19,Wolves,9,0,2,7,12,25,-13,2,0.22,8.7,16.7,-8.0,-0.89,L L L L D,31056,Matheus Cunha - 4,Sam Johnstone,,2024-2025,2024-11-03,44
20,Southampton,9,0,1,8,6,19,-13,1,0.11,10.5,19.6,-9.1,-1.01,D L L L L,31139,Cameron Archer - 2,Aaron Ramsdale,,2024-2025,2024-11-03,44
