team_id,team_name,start_day_position,current_position,wins,draws,losses,goals_for,goals_against,goal_difference,table_points,matches_played,recent_form,week_number
t41,Birmingham City,1,1,17,5,2,42,17,25,56,24,"W,D,D,W,W",3
t112,Wycombe Wanderers,2,2,16,6,4,51,27,24,54,26,"L,D,W,L,W",3
t109,Wrexham,3,3,15,6,5,38,20,18,51,26,"L,W,L,W,W",3
t38,Huddersfield Town,4,4,14,6,5,39,21,18,48,25,"W,D,D,W,W",3
t37,Barnsley,5,5,12,6,8,39,35,4,42,26,"W,W,W,W,L",3
t48,Stockport County,7,6,11,8,7,39,28,11,41,26,"L,D,D,L,W",3
t108,Reading,6,7,12,5,8,40,35,5,41,25,"D,W,W,W,L",3
t85,Leyton Orient,8,8,11,5,9,32,22,10,38,25,"W,W,W,W,W",3
t77,Mansfield Town,9,9,11,4,9,31,27,4,37,24,"W,W,L,W,W",3
t30,Bolton Wanderers,10,10,11,4,10,37,39,-2,37,25,"L,W,L,W,L",3
t83,Lincoln City,12,11,9,8,9,29,30,-1,35,26,"D,L,L,L,W",3
t72,Rotherham United,16,12,9,7,9,28,25,3,34,25,"W,D,W,D,L",3
t33,Charlton Athletic,11,13,9,7,8,28,25,3,34,24,"D,W,W,W,D",3
t92,Blackpool,15,14,7,10,8,34,37,-3,31,25,"D,D,D,L,D",3
t288,Stevenage,13,15,8,7,9,18,21,-3,31,24,"D,D,W,L,D",3
t71,Exeter City,14,16,9,4,12,28,32,-4,31,25,"L,L,D,W,W",3
t111,Wigan Athletic,17,17,8,6,10,22,23,-1,30,24,"L,L,W,D,W",3
t96,Bristol Rovers,20,18,8,4,13,24,38,-14,28,25,"W,L,L,L,D",3
t73,Peterborough United,19,19,7,5,13,41,46,-5,26,25,"L,D,L,L,L",3
t75,Northampton Town,18,20,6,8,12,24,40,-16,26,26,"W,D,D,L,L",3
t74,Shrewsbury Town,22,21,5,5,15,26,45,-19,20,25,"W,L,D,D,W",3
t1525,Crawley Town,21,22,5,5,14,24,44,-20,20,24,"L,D,L,L,L",3
t101,Cambridge United,23,23,5,5,15,24,44,-20,20,25,"L,L,L,L,L",3
t587,Burton Albion,24,24,3,8,14,21,38,-17,17,25,"L,D,D,L,L",3
